wbid,term,found
WBGene00006952,cell periphery GO:0071944,1.0
WBGene00015000,cell periphery GO:0071944,1.0
WBGene00013848,cell periphery GO:0071944,1.0
WBGene00006522,cell periphery GO:0071944,1.0
WBGene00004281,cell periphery GO:0071944,1.0
WBGene00006947,cell periphery GO:0071944,1.0
WBGene00020712,cell periphery GO:0071944,1.0
WBGene00018215,cell periphery GO:0071944,1.0
WBGene00017879,cell periphery GO:0071944,1.0
WBGene00006643,cell periphery GO:0071944,1.0
WBGene00020800,cell periphery GO:0071944,1.0
WBGene00006666,cell periphery GO:0071944,1.0
WBGene00006614,cell periphery GO:0071944,1.0
WBGene00013812,cell periphery GO:0071944,1.0
WBGene00009155,cell periphery GO:0071944,1.0
WBGene00006664,cell periphery GO:0071944,1.0
WBGene00001613,cell periphery GO:0071944,1.0
WBGene00001673,cell periphery GO:0071944,1.0
WBGene00007374,cell periphery GO:0071944,1.0
WBGene00012116,cell periphery GO:0071944,1.0
WBGene00001989,cell periphery GO:0071944,1.0
WBGene00004219,cell periphery GO:0071944,1.0
WBGene00000902,cell periphery GO:0071944,1.0
WBGene00002243,cell periphery GO:0071944,1.0
WBGene00012137,cell periphery GO:0071944,1.0
WBGene00001475,cell periphery GO:0071944,1.0
WBGene00007260,cell periphery GO:0071944,1.0
WBGene00000062,cell periphery GO:0071944,1.0
WBGene00007530,cell periphery GO:0071944,1.0
WBGene00000044,cell periphery GO:0071944,1.0
WBGene00003841,cell periphery GO:0071944,1.0
WBGene00000402,cell periphery GO:0071944,1.0
WBGene00006761,cell periphery GO:0071944,1.0
WBGene00001990,cell periphery GO:0071944,1.0
WBGene00001619,cell periphery GO:0071944,1.0
WBGene00004017,cell periphery GO:0071944,1.0
WBGene00021095,cell periphery GO:0071944,1.0
WBGene00020825,cell periphery GO:0071944,1.0
WBGene00009653,cell periphery GO:0071944,1.0
WBGene00001668,cell periphery GO:0071944,1.0
WBGene00017597,cell periphery GO:0071944,1.0
WBGene00022283,cell periphery GO:0071944,1.0
WBGene00007044,cell periphery GO:0071944,1.0
WBGene00001667,cell periphery GO:0071944,1.0
WBGene00000485,cell periphery GO:0071944,1.0
WBGene00020490,cell periphery GO:0071944,1.0
WBGene00000853,cell periphery GO:0071944,1.0
WBGene00006668,cell periphery GO:0071944,1.0
WBGene00019979,cell periphery GO:0071944,1.0
WBGene00021513,cell periphery GO:0071944,1.0
WBGene00009041,cell periphery GO:0071944,1.0
WBGene00004233,cell periphery GO:0071944,1.0
WBGene00003889,cell periphery GO:0071944,1.0
WBGene00001547,cell periphery GO:0071944,1.0
WBGene00004223,cell periphery GO:0071944,1.0
WBGene00004224,cell periphery GO:0071944,1.0
WBGene00001677,cell periphery GO:0071944,1.0
WBGene00009304,cell periphery GO:0071944,1.0
WBGene00001676,cell periphery GO:0071944,1.0
WBGene00010784,cell periphery GO:0071944,1.0
WBGene00017936,cell periphery GO:0071944,1.0
WBGene00007141,cell periphery GO:0071944,1.0
WBGene00016242,cell periphery GO:0071944,1.0
WBGene00001612,cell periphery GO:0071944,1.0
WBGene00022824,cell periphery GO:0071944,1.0
WBGene00011104,cell periphery GO:0071944,1.0
WBGene00001135,cell periphery GO:0071944,1.0
WBGene00005936,cell periphery GO:0071944,1.0
WBGene00006633,cell periphery GO:0071944,1.0
WBGene00010138,cell periphery GO:0071944,1.0
WBGene00008496,cell periphery GO:0071944,1.0
WBGene00003018,regulatory region nucleic acid binding GO:0001067,1.0
WBGene00012639,regulatory region nucleic acid binding GO:0001067,1.0
WBGene00022374,regulatory region nucleic acid binding GO:0001067,1.0
WBGene00006544,regulatory region nucleic acid binding GO:0001067,1.0
WBGene00003681,regulatory region nucleic acid binding GO:0001067,1.0
WBGene00000449,regulatory region nucleic acid binding GO:0001067,1.0
WBGene00011926,regulatory region nucleic acid binding GO:0001067,1.0
WBGene00004011,regulatory region nucleic acid binding GO:0001067,1.0
WBGene00000476,regulatory region nucleic acid binding GO:0001067,1.0
WBGene00007776,regulatory region nucleic acid binding GO:0001067,1.0
WBGene00019299,regulatory region nucleic acid binding GO:0001067,1.0
WBGene00013970,regulatory region nucleic acid binding GO:0001067,1.0
WBGene00000440,regulatory region nucleic acid binding GO:0001067,1.0
WBGene00009998,regulatory region nucleic acid binding GO:0001067,1.0
WBGene00000521,regulatory region nucleic acid binding GO:0001067,1.0
WBGene00003629,regulatory region nucleic acid binding GO:0001067,1.0
WBGene00018572,regulatory region nucleic acid binding GO:0001067,1.0
WBGene00001962,regulatory region nucleic acid binding GO:0001067,1.0
WBGene00002987,regulatory region nucleic acid binding GO:0001067,1.0
WBGene00003939,regulatory region nucleic acid binding GO:0001067,1.0
WBGene00001400,regulatory region nucleic acid binding GO:0001067,1.0
WBGene00003657,regulatory region nucleic acid binding GO:0001067,1.0
WBGene00022837,regulatory region nucleic acid binding GO:0001067,1.0
WBGene00006790,regulatory region nucleic acid binding GO:0001067,1.0
WBGene00000220,regulatory region nucleic acid binding GO:0001067,1.0
WBGene00006380,regulatory region nucleic acid binding GO:0001067,1.0
WBGene00000429,regulatory region nucleic acid binding GO:0001067,1.0
WBGene00003018,neuron development GO:0048666,1.0
WBGene00006620,neuron development GO:0048666,1.0
WBGene00011261,neuron development GO:0048666,1.0
WBGene00006526,neuron development GO:0048666,1.0
WBGene00001434,neuron development GO:0048666,1.0
WBGene00004719,neuron development GO:0048666,1.0
WBGene00006525,neuron development GO:0048666,1.0
WBGene00020800,neuron development GO:0048666,1.0
WBGene00002243,neuron development GO:0048666,1.0
WBGene00001475,neuron development GO:0048666,1.0
WBGene00009094,neuron development GO:0048666,1.0
WBGene00000440,neuron development GO:0048666,1.0
WBGene00001210,neuron development GO:0048666,1.0
WBGene00043308,neuron development GO:0048666,1.0
WBGene00018215,biological adhesion GO:0022610,1.0
WBGene00020800,biological adhesion GO:0022610,1.0
WBGene00002243,biological adhesion GO:0022610,1.0
WBGene00001475,biological adhesion GO:0022610,1.0
WBGene00000402,biological adhesion GO:0022610,1.0
WBGene00020691,biological adhesion GO:0022610,1.0
WBGene00012796,biological adhesion GO:0022610,1.0
WBGene00022103,biological adhesion GO:0022610,1.0
WBGene00000399,biological adhesion GO:0022610,1.0
WBGene00007170,biological adhesion GO:0022610,1.0
WBGene00000193,dendritic tree GO:0097447,1.0
WBGene00006526,dendritic tree GO:0097447,1.0
WBGene00004719,dendritic tree GO:0097447,1.0
WBGene00006643,dendritic tree GO:0097447,1.0
WBGene00001121,dendritic tree GO:0097447,1.0
WBGene00001475,dendritic tree GO:0097447,1.0
WBGene00001556,dendritic tree GO:0097447,1.0
WBGene00001612,dendritic tree GO:0097447,1.0
WBGene00022696,dendritic tree GO:0097447,1.0
WBGene00010642,dendritic tree GO:0097447,1.0
WBGene00022465,dendritic tree GO:0097447,1.0
WBGene00006526,ligand-gated channel activity GO:0022834,1.0
WBGene00017879,ligand-gated channel activity GO:0022834,1.0
WBGene00006525,ligand-gated channel activity GO:0022834,1.0
WBGene00022829,ligand-gated channel activity GO:0022834,1.0
WBGene00001613,ligand-gated channel activity GO:0022834,1.0
WBGene00012116,ligand-gated channel activity GO:0022834,1.0
WBGene00012137,ligand-gated channel activity GO:0022834,1.0
WBGene00000062,ligand-gated channel activity GO:0022834,1.0
WBGene00000044,ligand-gated channel activity GO:0022834,1.0
WBGene00001619,ligand-gated channel activity GO:0022834,1.0
WBGene00022283,ligand-gated channel activity GO:0022834,1.0
WBGene00001612,ligand-gated channel activity GO:0022834,1.0
WBGene00018547,calcium ion binding GO:0005509,1.0
WBGene00017394,calcium ion binding GO:0005509,1.0
WBGene00018411,calcium ion binding GO:0005509,1.0
WBGene00022816,calcium ion binding GO:0005509,1.0
WBGene00001475,calcium ion binding GO:0005509,1.0
WBGene00000402,calcium ion binding GO:0005509,1.0
WBGene00019285,calcium ion binding GO:0005509,1.0
WBGene00022103,calcium ion binding GO:0005509,1.0
WBGene00019901,calcium ion binding GO:0005509,1.0
WBGene00012917,calcium ion binding GO:0005509,1.0
WBGene00000399,calcium ion binding GO:0005509,1.0
WBGene00007170,calcium ion binding GO:0005509,1.0
WBGene00011437,calcium ion binding GO:0005509,1.0
WBGene00006526,passive transmembrane transporter activity GO:0022803,1.0
WBGene00017879,passive transmembrane transporter activity GO:0022803,1.0
WBGene00018115,passive transmembrane transporter activity GO:0022803,1.0
WBGene00006525,passive transmembrane transporter activity GO:0022803,1.0
WBGene00006666,passive transmembrane transporter activity GO:0022803,1.0
WBGene00022829,passive transmembrane transporter activity GO:0022803,1.0
WBGene00006614,passive transmembrane transporter activity GO:0022803,1.0
WBGene00006664,passive transmembrane transporter activity GO:0022803,1.0
WBGene00001613,passive transmembrane transporter activity GO:0022803,1.0
WBGene00012116,passive transmembrane transporter activity GO:0022803,1.0
WBGene00012137,passive transmembrane transporter activity GO:0022803,1.0
WBGene00000062,passive transmembrane transporter activity GO:0022803,1.0
WBGene00000044,passive transmembrane transporter activity GO:0022803,1.0
WBGene00044387,passive transmembrane transporter activity GO:0022803,1.0
WBGene00003841,passive transmembrane transporter activity GO:0022803,1.0
WBGene00001619,passive transmembrane transporter activity GO:0022803,1.0
WBGene00017597,passive transmembrane transporter activity GO:0022803,1.0
WBGene00022283,passive transmembrane transporter activity GO:0022803,1.0
WBGene00020490,passive transmembrane transporter activity GO:0022803,1.0
WBGene00006668,passive transmembrane transporter activity GO:0022803,1.0
WBGene00013333,passive transmembrane transporter activity GO:0022803,1.0
WBGene00022274,passive transmembrane transporter activity GO:0022803,1.0
WBGene00003889,passive transmembrane transporter activity GO:0022803,1.0
WBGene00010784,passive transmembrane transporter activity GO:0022803,1.0
WBGene00001612,passive transmembrane transporter activity GO:0022803,1.0
WBGene00044138,passive transmembrane transporter activity GO:0022803,1.0
WBGene00013272,passive transmembrane transporter activity GO:0022803,1.0
WBGene00010138,passive transmembrane transporter activity GO:0022803,1.0
WBGene00003018,sequence-specific DNA binding GO:0043565,1.0
WBGene00012639,sequence-specific DNA binding GO:0043565,1.0
WBGene00022374,sequence-specific DNA binding GO:0043565,1.0
WBGene00006544,sequence-specific DNA binding GO:0043565,1.0
WBGene00001434,sequence-specific DNA binding GO:0043565,1.0
WBGene00003681,sequence-specific DNA binding GO:0043565,1.0
WBGene00000449,sequence-specific DNA binding GO:0043565,1.0
WBGene00011926,sequence-specific DNA binding GO:0043565,1.0
WBGene00004011,sequence-specific DNA binding GO:0043565,1.0
WBGene00000476,sequence-specific DNA binding GO:0043565,1.0
WBGene00007776,sequence-specific DNA binding GO:0043565,1.0
WBGene00000272,sequence-specific DNA binding GO:0043565,1.0
WBGene00019299,sequence-specific DNA binding GO:0043565,1.0
WBGene00008640,sequence-specific DNA binding GO:0043565,1.0
WBGene00013970,sequence-specific DNA binding GO:0043565,1.0
WBGene00000440,sequence-specific DNA binding GO:0043565,1.0
WBGene00009998,sequence-specific DNA binding GO:0043565,1.0
WBGene00000521,sequence-specific DNA binding GO:0043565,1.0
WBGene00015523,sequence-specific DNA binding GO:0043565,1.0
WBGene00003629,sequence-specific DNA binding GO:0043565,1.0
WBGene00018572,sequence-specific DNA binding GO:0043565,1.0
WBGene00001962,sequence-specific DNA binding GO:0043565,1.0
WBGene00019751,sequence-specific DNA binding GO:0043565,1.0
WBGene00002987,sequence-specific DNA binding GO:0043565,1.0
WBGene00003939,sequence-specific DNA binding GO:0043565,1.0
WBGene00001400,sequence-specific DNA binding GO:0043565,1.0
WBGene00003657,sequence-specific DNA binding GO:0043565,1.0
WBGene00022837,sequence-specific DNA binding GO:0043565,1.0
WBGene00018412,sequence-specific DNA binding GO:0043565,1.0
WBGene00006790,sequence-specific DNA binding GO:0043565,1.0
WBGene00000220,sequence-specific DNA binding GO:0043565,1.0
WBGene00044386,sequence-specific DNA binding GO:0043565,1.0
WBGene00006380,sequence-specific DNA binding GO:0043565,1.0
WBGene00000429,sequence-specific DNA binding GO:0043565,1.0
WBGene00006526,cation transmembrane transport GO:0098655,1.0
WBGene00017879,cation transmembrane transport GO:0098655,1.0
WBGene00018115,cation transmembrane transport GO:0098655,1.0
WBGene00006525,cation transmembrane transport GO:0098655,1.0
WBGene00006666,cation transmembrane transport GO:0098655,1.0
WBGene00006614,cation transmembrane transport GO:0098655,1.0
WBGene00006664,cation transmembrane transport GO:0098655,1.0
WBGene00012116,cation transmembrane transport GO:0098655,1.0
WBGene00012137,cation transmembrane transport GO:0098655,1.0
WBGene00044387,cation transmembrane transport GO:0098655,1.0
WBGene00003841,cation transmembrane transport GO:0098655,1.0
WBGene00017597,cation transmembrane transport GO:0098655,1.0
WBGene00020490,cation transmembrane transport GO:0098655,1.0
WBGene00006668,cation transmembrane transport GO:0098655,1.0
WBGene00013333,cation transmembrane transport GO:0098655,1.0
WBGene00003889,cation transmembrane transport GO:0098655,1.0
WBGene00010784,cation transmembrane transport GO:0098655,1.0
WBGene00017936,cation transmembrane transport GO:0098655,1.0
WBGene00001612,cation transmembrane transport GO:0098655,1.0
WBGene00044138,cation transmembrane transport GO:0098655,1.0
WBGene00001135,cation transmembrane transport GO:0098655,1.0
WBGene00006620,cell projection organization GO:0030030,1.0
WBGene00011261,cell projection organization GO:0030030,1.0
WBGene00004281,cell projection organization GO:0030030,1.0
WBGene00000193,cell projection organization GO:0030030,1.0
WBGene00006526,cell projection organization GO:0030030,1.0
WBGene00001434,cell projection organization GO:0030030,1.0
WBGene00004719,cell projection organization GO:0030030,1.0
WBGene00006525,cell projection organization GO:0030030,1.0
WBGene00020800,cell projection organization GO:0030030,1.0
WBGene00017120,cell projection organization GO:0030030,1.0
WBGene00003886,cell projection organization GO:0030030,1.0
WBGene00001121,cell projection organization GO:0030030,1.0
WBGene00002243,cell projection organization GO:0030030,1.0
WBGene00001475,cell projection organization GO:0030030,1.0
WBGene00018042,cell projection organization GO:0030030,1.0
WBGene00009094,cell projection organization GO:0030030,1.0
WBGene00016165,cell projection organization GO:0030030,1.0
WBGene00006960,cell projection organization GO:0030030,1.0
WBGene00007490,cell projection organization GO:0030030,1.0
WBGene00000440,cell projection organization GO:0030030,1.0
WBGene00020825,cell projection organization GO:0030030,1.0
WBGene00015309,cell projection organization GO:0030030,1.0
WBGene00012779,cell projection organization GO:0030030,1.0
WBGene00000485,cell projection organization GO:0030030,1.0
WBGene00012826,cell projection organization GO:0030030,1.0
WBGene00021643,cell projection organization GO:0030030,1.0
WBGene00016744,cell projection organization GO:0030030,1.0
WBGene00010898,cell projection organization GO:0030030,1.0
WBGene00001210,cell projection organization GO:0030030,1.0
WBGene00016005,cell projection organization GO:0030030,1.0
WBGene00000241,cell projection organization GO:0030030,1.0
WBGene00194710,cell projection organization GO:0030030,1.0
WBGene00001117,cell projection organization GO:0030030,1.0
WBGene00000490,cell projection organization GO:0030030,1.0
WBGene00022696,cell projection organization GO:0030030,1.0
WBGene00010642,cell projection organization GO:0030030,1.0
WBGene00000484,cell projection organization GO:0030030,1.0
WBGene00018727,cell projection organization GO:0030030,1.0
WBGene00019828,cell projection organization GO:0030030,1.0
WBGene00022465,cell projection organization GO:0030030,1.0
WBGene00043308,cell projection organization GO:0030030,1.0
WBGene00006620,extracellular space GO:0005615,1.0
WBGene00006952,extracellular space GO:0005615,1.0
WBGene00022242,extracellular space GO:0005615,1.0
WBGene00008861,extracellular space GO:0005615,1.0
WBGene00006947,extracellular space GO:0005615,1.0
WBGene00000251,extracellular space GO:0005615,1.0
WBGene00003888,extracellular space GO:0005615,1.0
WBGene00019212,extracellular space GO:0005615,1.0
WBGene00020281,extracellular space GO:0005615,1.0
WBGene00012186,extracellular space GO:0005615,1.0
WBGene00004998,extracellular space GO:0005615,1.0
WBGene00013352,extracellular space GO:0005615,1.0
WBGene00006366,extracellular space GO:0005615,1.0
WBGene00010423,extracellular space GO:0005615,1.0
WBGene00015620,extracellular space GO:0005615,1.0
WBGene00020017,extracellular space GO:0005615,1.0
WBGene00019331,extracellular space GO:0005615,1.0
WBGene00003029,extracellular space GO:0005615,1.0
WBGene00001075,extracellular space GO:0005615,1.0
WBGene00016619,extracellular space GO:0005615,1.0
WBGene00007325,extracellular space GO:0005615,1.0
WBGene00021213,extracellular space GO:0005615,1.0
WBGene00004992,extracellular space GO:0005615,1.0
WBGene00000702,extracellular space GO:0005615,1.0
WBGene00011437,extracellular space GO:0005615,1.0
WBGene00003018,DNA-binding transcription factor activity GO:0003700,1.0
WBGene00004393,DNA-binding transcription factor activity GO:0003700,1.0
WBGene00012639,DNA-binding transcription factor activity GO:0003700,1.0
WBGene00022374,DNA-binding transcription factor activity GO:0003700,1.0
WBGene00006544,DNA-binding transcription factor activity GO:0003700,1.0
WBGene00001434,DNA-binding transcription factor activity GO:0003700,1.0
WBGene00017755,DNA-binding transcription factor activity GO:0003700,1.0
WBGene00003681,DNA-binding transcription factor activity GO:0003700,1.0
WBGene00000449,DNA-binding transcription factor activity GO:0003700,1.0
WBGene00011926,DNA-binding transcription factor activity GO:0003700,1.0
WBGene00004011,DNA-binding transcription factor activity GO:0003700,1.0
WBGene00000476,DNA-binding transcription factor activity GO:0003700,1.0
WBGene00007776,DNA-binding transcription factor activity GO:0003700,1.0
WBGene00019299,DNA-binding transcription factor activity GO:0003700,1.0
WBGene00008640,DNA-binding transcription factor activity GO:0003700,1.0
WBGene00013970,DNA-binding transcription factor activity GO:0003700,1.0
WBGene00000440,DNA-binding transcription factor activity GO:0003700,1.0
WBGene00009998,DNA-binding transcription factor activity GO:0003700,1.0
WBGene00000521,DNA-binding transcription factor activity GO:0003700,1.0
WBGene00015523,DNA-binding transcription factor activity GO:0003700,1.0
WBGene00003629,DNA-binding transcription factor activity GO:0003700,1.0
WBGene00001962,DNA-binding transcription factor activity GO:0003700,1.0
WBGene00019751,DNA-binding transcription factor activity GO:0003700,1.0
WBGene00002987,DNA-binding transcription factor activity GO:0003700,1.0
WBGene00003939,DNA-binding transcription factor activity GO:0003700,1.0
WBGene00001400,DNA-binding transcription factor activity GO:0003700,1.0
WBGene00001210,DNA-binding transcription factor activity GO:0003700,1.0
WBGene00003657,DNA-binding transcription factor activity GO:0003700,1.0
WBGene00022837,DNA-binding transcription factor activity GO:0003700,1.0
WBGene00018412,DNA-binding transcription factor activity GO:0003700,1.0
WBGene00006790,DNA-binding transcription factor activity GO:0003700,1.0
WBGene00000220,DNA-binding transcription factor activity GO:0003700,1.0
WBGene00044386,DNA-binding transcription factor activity GO:0003700,1.0
WBGene00006380,DNA-binding transcription factor activity GO:0003700,1.0
WBGene00000429,DNA-binding transcription factor activity GO:0003700,1.0
WBGene00020694,cellular macromolecule localization GO:0070727,1.0
WBGene00011261,cellular macromolecule localization GO:0070727,1.0
WBGene00004281,cellular macromolecule localization GO:0070727,1.0
WBGene00000193,cellular macromolecule localization GO:0070727,1.0
WBGene00004719,cellular macromolecule localization GO:0070727,1.0
WBGene00012132,cellular macromolecule localization GO:0070727,1.0
WBGene00003886,cellular macromolecule localization GO:0070727,1.0
WBGene00001121,cellular macromolecule localization GO:0070727,1.0
WBGene00019212,cellular macromolecule localization GO:0070727,1.0
WBGene00011083,cellular macromolecule localization GO:0070727,1.0
WBGene00016165,cellular macromolecule localization GO:0070727,1.0
WBGene00006960,cellular macromolecule localization GO:0070727,1.0
WBGene00007490,cellular macromolecule localization GO:0070727,1.0
WBGene00017597,cellular macromolecule localization GO:0070727,1.0
WBGene00000485,cellular macromolecule localization GO:0070727,1.0
WBGene00021643,cellular macromolecule localization GO:0070727,1.0
WBGene00016005,cellular macromolecule localization GO:0070727,1.0
WBGene00000241,cellular macromolecule localization GO:0070727,1.0
WBGene00008144,cellular macromolecule localization GO:0070727,1.0
WBGene00194710,cellular macromolecule localization GO:0070727,1.0
WBGene00001117,cellular macromolecule localization GO:0070727,1.0
WBGene00000490,cellular macromolecule localization GO:0070727,1.0
WBGene00022696,cellular macromolecule localization GO:0070727,1.0
WBGene00010642,cellular macromolecule localization GO:0070727,1.0
WBGene00022465,cellular macromolecule localization GO:0070727,1.0
WBGene00043308,cellular macromolecule localization GO:0070727,1.0
WBGene00044542,cellular macromolecule localization GO:0070727,1.0
WBGene00004155,intrinsic component of membrane GO:0031224,1.0
WBGene00010939,intrinsic component of membrane GO:0031224,1.0
WBGene00045379,intrinsic component of membrane GO:0031224,1.0
WBGene00018547,intrinsic component of membrane GO:0031224,1.0
WBGene00007951,intrinsic component of membrane GO:0031224,1.0
WBGene00020694,intrinsic component of membrane GO:0031224,1.0
WBGene00008369,intrinsic component of membrane GO:0031224,1.0
WBGene00010683,intrinsic component of membrane GO:0031224,1.0
WBGene00016422,intrinsic component of membrane GO:0031224,1.0
WBGene00015000,intrinsic component of membrane GO:0031224,1.0
WBGene00013960,intrinsic component of membrane GO:0031224,1.0
WBGene00011971,intrinsic component of membrane GO:0031224,1.0
WBGene00020365,intrinsic component of membrane GO:0031224,1.0
WBGene00013848,intrinsic component of membrane GO:0031224,1.0
WBGene00004974,intrinsic component of membrane GO:0031224,1.0
WBGene00001071,intrinsic component of membrane GO:0031224,1.0
WBGene00044463,intrinsic component of membrane GO:0031224,1.0
WBGene00009541,intrinsic component of membrane GO:0031224,1.0
WBGene00006522,intrinsic component of membrane GO:0031224,1.0
WBGene00044446,intrinsic component of membrane GO:0031224,1.0
WBGene00006526,intrinsic component of membrane GO:0031224,1.0
WBGene00020712,intrinsic component of membrane GO:0031224,1.0
WBGene00044620,intrinsic component of membrane GO:0031224,1.0
WBGene00000633,intrinsic component of membrane GO:0031224,1.0
WBGene00013852,intrinsic component of membrane GO:0031224,1.0
WBGene00018215,intrinsic component of membrane GO:0031224,1.0
WBGene00077786,intrinsic component of membrane GO:0031224,1.0
WBGene00017645,intrinsic component of membrane GO:0031224,1.0
WBGene00044772,intrinsic component of membrane GO:0031224,1.0
WBGene00014065,intrinsic component of membrane GO:0031224,1.0
WBGene00017879,intrinsic component of membrane GO:0031224,1.0
WBGene00001070,intrinsic component of membrane GO:0031224,1.0
WBGene00017400,intrinsic component of membrane GO:0031224,1.0
WBGene00007247,intrinsic component of membrane GO:0031224,1.0
WBGene00006525,intrinsic component of membrane GO:0031224,1.0
WBGene00019080,intrinsic component of membrane GO:0031224,1.0
WBGene00014008,intrinsic component of membrane GO:0031224,1.0
WBGene00006643,intrinsic component of membrane GO:0031224,1.0
WBGene00020800,intrinsic component of membrane GO:0031224,1.0
WBGene00017120,intrinsic component of membrane GO:0031224,1.0
WBGene00001065,intrinsic component of membrane GO:0031224,1.0
WBGene00006666,intrinsic component of membrane GO:0031224,1.0
WBGene00022829,intrinsic component of membrane GO:0031224,1.0
WBGene00010893,intrinsic component of membrane GO:0031224,1.0
WBGene00006614,intrinsic component of membrane GO:0031224,1.0
WBGene00013812,intrinsic component of membrane GO:0031224,1.0
WBGene00009155,intrinsic component of membrane GO:0031224,1.0
WBGene00006664,intrinsic component of membrane GO:0031224,1.0
WBGene00001613,intrinsic component of membrane GO:0031224,1.0
WBGene00008401,intrinsic component of membrane GO:0031224,1.0
WBGene00020728,intrinsic component of membrane GO:0031224,1.0
WBGene00012165,intrinsic component of membrane GO:0031224,1.0
WBGene00017983,intrinsic component of membrane GO:0031224,1.0
WBGene00007483,intrinsic component of membrane GO:0031224,1.0
WBGene00000747,intrinsic component of membrane GO:0031224,1.0
WBGene00010448,intrinsic component of membrane GO:0031224,1.0
WBGene00012609,intrinsic component of membrane GO:0031224,1.0
WBGene00016067,intrinsic component of membrane GO:0031224,1.0
WBGene00077768,intrinsic component of membrane GO:0031224,1.0
WBGene00018931,intrinsic component of membrane GO:0031224,1.0
WBGene00010916,intrinsic component of membrane GO:0031224,1.0
WBGene00012116,intrinsic component of membrane GO:0031224,1.0
WBGene00004219,intrinsic component of membrane GO:0031224,1.0
WBGene00022577,intrinsic component of membrane GO:0031224,1.0
WBGene00000902,intrinsic component of membrane GO:0031224,1.0
WBGene00011220,intrinsic component of membrane GO:0031224,1.0
WBGene00008978,intrinsic component of membrane GO:0031224,1.0
WBGene00009107,intrinsic component of membrane GO:0031224,1.0
WBGene00008128,intrinsic component of membrane GO:0031224,1.0
WBGene00016748,intrinsic component of membrane GO:0031224,1.0
WBGene00008226,intrinsic component of membrane GO:0031224,1.0
WBGene00000003,intrinsic component of membrane GO:0031224,1.0
WBGene00005893,intrinsic component of membrane GO:0031224,1.0
WBGene00009904,intrinsic component of membrane GO:0031224,1.0
WBGene00002243,intrinsic component of membrane GO:0031224,1.0
WBGene00014094,intrinsic component of membrane GO:0031224,1.0
WBGene00012137,intrinsic component of membrane GO:0031224,1.0
WBGene00009371,intrinsic component of membrane GO:0031224,1.0
WBGene00022816,intrinsic component of membrane GO:0031224,1.0
WBGene00013833,intrinsic component of membrane GO:0031224,1.0
WBGene00001475,intrinsic component of membrane GO:0031224,1.0
WBGene00000969,intrinsic component of membrane GO:0031224,1.0
WBGene00007260,intrinsic component of membrane GO:0031224,1.0
WBGene00000062,intrinsic component of membrane GO:0031224,1.0
WBGene00000044,intrinsic component of membrane GO:0031224,1.0
WBGene00018042,intrinsic component of membrane GO:0031224,1.0
WBGene00013457,intrinsic component of membrane GO:0031224,1.0
WBGene00010296,intrinsic component of membrane GO:0031224,1.0
WBGene00016088,intrinsic component of membrane GO:0031224,1.0
WBGene00003841,intrinsic component of membrane GO:0031224,1.0
WBGene00000402,intrinsic component of membrane GO:0031224,1.0
WBGene00020590,intrinsic component of membrane GO:0031224,1.0
WBGene00000705,intrinsic component of membrane GO:0031224,1.0
WBGene00011473,intrinsic component of membrane GO:0031224,1.0
WBGene00010205,intrinsic component of membrane GO:0031224,1.0
WBGene00005017,intrinsic component of membrane GO:0031224,1.0
